,a,grammatical,b
888,There searched for the hidden children a scientist.,1,A scientist searched for the hidden children.
889,There focused on the book a student.,1,A student focused on the book.
890,There focused on the computer a student.,1,A student focused on the computer.
891,There focused on the puzzle a student.,1,A student focused on the puzzle.
892,There focused on the book an editor.,1,An editor focused on the book.
893,There focused on the computer an editor.,1,An editor focused on the computer.
894,There focused on the puzzle an editor.,1,An editor focused on the puzzle.
895,There concentrated on the book a student.,1,A student concentrated on the book.
896,There concentrated on the computer a student.,1,A student concentrated on the computer.
897,There concentrated on the puzzle a student.,1,A student concentrated on the puzzle.
898,There concentrated on the book an editor.,1,An editor concentrated on the book.
899,There concentrated on the computer an editor.,1,An editor concentrated on the computer.
900,There concentrated on the puzzle an editor.,1,An editor concentrated on the puzzle.
901,There stuck to the glue a piece of paper.,1,A piece of paper stuck to the glue.
902,There stuck to the wall a piece of paper.,1,A piece of paper stuck to the wall.
903,There stuck to the glue a fly.,1,A fly stuck to the glue.
904,There stuck to the wall a fly.,1,A fly stuck to the wall.
905,There adhered to the glue a piece of paper.,1,A piece of paper adhered to the glue.
906,There adhered to the wall a piece of paper.,1,A piece of paper adhered to the wall.
907,There adhered to the glue a fly.,1,A fly adhered to the glue.
908,There adhered to the wall a fly.,1,A fly adhered to the wall.
